  Year     Month    Anomaly  Unc       Anomaly    Unc       Anomaly    Unc       Anomaly    Unc       Anomaly    Unc
  1938     4     0.063  0.119     0.024  0.074    -0.022  0.066    -0.054  0.070    -0.060  0.070
  1938     5    -0.093  0.132     0.023  0.074    -0.016  0.066    -0.051  0.070    -0.059  0.070
  1938     6    -0.134  0.118     0.016  0.074    -0.009  0.066    -0.048  0.071    -0.057  0.070
  1938     7    -0.077  0.152     0.006  0.074    -0.004  0.066    -0.045  0.072    -0.056  0.070
  1938     8    -0.027  0.158    -0.008  0.074     0.003  0.066    -0.042  0.073    -0.056  0.070
  1938     9     0.042  0.136    -0.031  0.074     0.007  0.065    -0.039  0.073    -0.055  0.070
  1938    10     0.214  0.116    -0.037  0.074     0.010  0.065    -0.034  0.074    -0.055  0.070
  1938    11     0.063  0.105    -0.023  0.075     0.013  0.065    -0.030  0.075    -0.055  0.070
  1938    12    -0.114  0.101    -0.010  0.074     0.017  0.066    -0.024  0.076    -0.056  0.070
  1939     1    -0.032  0.095    -0.008  0.075     0.020  0.066    -0.019  0.077    -0.054  0.070
  1939     2    -0.083  0.093    -0.009  0.076     0.022  0.067    -0.016  0.078    -0.052  0.070
  1939     3    -0.199  0.094    -0.016  0.076     0.020  0.067    -0.011  0.079    -0.051  0.070
  1939     4    -0.006  0.118    -0.040  0.078     0.023  0.068    -0.007  0.080    -0.050  0.070
  1939     5     0.078  0.134    -0.050  0.079     0.024  0.069    -0.004  0.081    -0.048  0.070
  1939     6     0.018  0.119    -0.005  0.080     0.027  0.070    -0.002  0.082    -0.048  0.071
  1939     7    -0.048  0.156     0.003  0.081     0.033  0.072     0.001  0.083    -0.046  0.071
  1939     8    -0.042  0.168     0.019  0.083     0.032  0.073     0.004  0.084    -0.046  0.071
  1939     9    -0.040  0.142     0.043  0.084     0.036  0.074     0.007  0.085    -0.045  0.071
  1939    10    -0.071  0.136     0.055  0.085     0.038  0.076     0.010  0.086    -0.045  0.071
  1939    11    -0.065  0.125     0.052  0.087     0.040  0.077     0.010  0.087    -0.045  0.071
  1939    12     0.426  0.120     0.053  0.089     0.040  0.079     0.011  0.088    -0.043  0.071
  1940     1     0.070  0.109     0.067  0.090     0.039  0.081     0.015  0.089    -0.043  0.071
  1940     2     0.114  0.110     0.075  0.091     0.037  0.083     0.015  0.090    -0.043  0.071
  1940     3     0.085  0.111     0.085  0.092     0.034  0.085     0.017  0.091    -0.043  0.071
  1940     4     0.137  0.129     0.095  0.092     0.032  0.087     0.021  0.093    -0.043  0.071
  1940     5     0.044  0.144     0.096  0.091     0.031  0.089     0.024  0.094    -0.043  0.071
  1940     6     0.023  0.132     0.078  0.091     0.033  0.091     0.026  0.095    -0.042  0.071
  1940     7     0.122  0.163     0.072  0.089     0.031  0.093     0.027  0.096    -0.041  0.071
  1940     8     0.060  0.169     0.073  0.090     0.032  0.095     0.031  0.097    -0.041  0.071
  1940     9     0.075  0.147     0.062  0.093     0.030  0.098     0.034  0.098    -0.042  0.071
  1940    10     0.050  0.133     0.049  0.098     0.031  0.100     0.036  0.100    -0.042  0.071
  1940    11    -0.056  0.121     0.047  0.106     0.034  0.102     0.039  0.101    -0.044  0.071
  1940    12     0.213  0.116     0.049  0.115     0.035  0.105     0.040  0.102    -0.045  0.071
  1941     1    -0.006  0.198     0.049  0.125     0.038  0.107     0.043  0.102    -0.046  0.071
  1941     2     0.133  0.200     0.042  0.136     0.040  0.109     0.046  0.102    -0.046  0.071
  1941     3    -0.054  0.200     0.019  0.148     0.040  0.112     0.049  0.102    -0.047  0.071
  1941     4    -0.017  0.211     0.033  0.161     0.042  0.114     0.051  0.102    -0.046  0.071
  1941     5     0.021  0.219     0.035  0.175     0.043  0.117     0.052  0.102    -0.045  0.071
  1941     6     0.049  0.208     0.034  0.189     0.049  0.119     0.051  0.102    -0.044  0.071
  1941     7     0.116  0.228     0.063  0.189     0.056  0.122     0.051  0.102    -0.044  0.071
  1941     8    -0.016  0.234     0.053  0.189     0.062  0.125     0.051  0.103    -0.043  0.071
  1941     9    -0.207  0.217     0.064  0.189     0.070  0.127     0.051  0.103    -0.042  0.071
  1941    10     0.219  0.206     0.067  0.189     0.073  0.130     0.050  0.103    -0.042  0.071
  1941    11    -0.028  0.206     0.072  0.189     0.074  0.132     0.050  0.103    -0.042  0.071
  1941    12     0.194  0.205     0.071  0.189     0.076  0.135     0.048  0.103    -0.041  0.071
  1942     1     0.347  0.204     0.059  0.189     0.079  0.138     0.048  0.103    -0.041  0.071
  1942     2     0.009  0.201     0.053  0.189     0.084  0.140     0.048  0.103    -0.039  0.071
  1942     3     0.087  0.201     0.064  0.190     0.088  0.143     0.050  0.104    -0.039  0.071
  1942     4     0.016  0.209     0.048  0.190     0.094  0.146     0.052  0.104    -0.039  0.071
  1942     5     0.079  0.220     0.050  0.190     0.096  0.148     0.052  0.104    -0.038  0.071
  1942     6     0.034  0.208     0.043  0.190     0.091  0.151     0.051  0.104    -0.037  0.071
  1942     7    -0.030  0.230     0.011  0.190     0.091  0.154     0.050  0.104    -0.036  0.071
  1942     8    -0.078  0.238     0.020  0.190     0.089  0.157     0.049  0.104    -0.034  0.071
  1942     9    -0.075  0.220     0.010  0.190     0.089  0.159     0.047  0.105    -0.034  0.071
  1942    10     0.019  0.209     0.020  0.190     0.091  0.162     0.047  0.105    -0.033  0.071
  1942    11     0.005  0.205     0.021  0.190     0.090  0.165     0.047  0.105    -0.032  0.071
  1942    12     0.106  0.203     0.015  0.190     0.090  0.168     0.047  0.105    -0.031  0.071
  1943     1    -0.044  0.203     0.024  0.190     0.088  0.170     0.047  0.105    -0.030  0.071
  1943     2     0.127  0.202     0.039  0.190     0.091  0.173     0.045  0.105    -0.028  0.071
  1943     3    -0.038  0.202     0.048  0.190     0.091  0.176     0.042  0.106    -0.026  0.071
  1943     4     0.134  0.212     0.072  0.189     0.094  0.179     0.041  0.106    -0.024  0.071
  1943     5     0.086  0.218     0.084  0.189     0.095  0.181     0.042  0.106    -0.021  0.071
  1943     6    -0.033  0.208     0.097  0.189     0.090  0.184     0.043  0.106    -0.019  0.071
  1943     7     0.079  0.230     0.133  0.189     0.091  0.181     0.043  0.106    -0.017  0.071
  1943     8     0.105  0.230     0.143  0.189     0.088  0.178     0.043  0.107    -0.016  0.071
  1943     9     0.023  0.212     0.168  0.189     0.090  0.176     0.041  0.107    -0.014  0.071
  1943    10     0.308  0.205     0.172  0.189     0.091  0.173     0.039  0.107    -0.012  0.071
  1943    11     0.154  0.203     0.179  0.189     0.090  0.170     0.037  0.107    -0.011  0.071
  1943    12     0.266  0.205     0.191  0.189     0.086  0.167     0.036  0.108    -0.008  0.071
  1944     1     0.387  0.198     0.199  0.189     0.083  0.165     0.037  0.108    -0.008  0.071
  1944     2     0.248  0.201     0.209  0.189     0.080  0.162     0.036  0.108    -0.008  0.071
  1944     3     0.261  0.200     0.223  0.190     0.081  0.160     0.037  0.108    -0.007  0.071
  1944     4     0.176  0.208     0.220  0.190     0.077  0.157     0.036  0.108    -0.006  0.071
  1944     5     0.170  0.215     0.213  0.191     0.077  0.155     0.035  0.108    -0.005  0.071
  1944     6     0.111  0.209     0.202  0.191     0.069  0.152     0.032  0.109    -0.005  0.071
  1944     7     0.176  0.225     0.178  0.191     0.063  0.150     0.031  0.109    -0.004  0.071
  1944     8     0.225  0.232     0.157  0.192     0.064  0.147     0.031  0.109    -0.004  0.071
  1944     9     0.188  0.213     0.142  0.192     0.064  0.144     0.030  0.109    -0.004  0.071
  1944    10     0.283  0.208     0.147  0.192     0.066  0.142     0.030  0.109    -0.003  0.071
  1944    11     0.067  0.208     0.134  0.192     0.063  0.140     0.030  0.109    -0.003  0.071
  1944    12     0.128  0.207     0.125  0.193     0.062  0.137     0.026  0.109    -0.003  0.071
  1945     1     0.108  0.203     0.109  0.193     0.062  0.135     0.023  0.109    -0.000  0.071
  1945     2    -0.013  0.204     0.109  0.193     0.061  0.133     0.019  0.109    -0.001  0.071
  1945     3     0.090  0.203     0.102  0.193     0.060  0.131     0.018  0.109    -0.002  0.071
  1945     4     0.225  0.211     0.097  0.192     0.062  0.129     0.015  0.109    -0.001  0.071
  1945     5     0.013  0.218     0.091  0.191     0.063  0.127     0.014  0.109    -0.000  0.071
  1945     6     0.003  0.214     0.075  0.189     0.060  0.125     0.014  0.109     0.000  0.071
  1945     7    -0.011  0.234     0.071  0.175     0.062  0.123     0.012  0.109     0.001  0.071
  1945     8     0.227  0.238     0.068  0.162     0.058  0.121     0.010  0.109     0.002  0.071
  1945     9     0.104  0.215     0.063  0.151     0.055  0.119     0.008  0.109     0.003  0.071
  1945    10     0.219  0.201     0.051  0.140     0.051  0.117     0.006  0.109     0.003  0.071
  1945    11     0.003  0.197     0.045  0.131     0.050  0.116     0.004  0.109     0.003  0.071
  1945    12    -0.065  0.199     0.028  0.123     0.051  0.114     0.001  0.109     0.003  0.071
  1946     1     0.055  0.151     0.022  0.118     0.048  0.112    -0.002  0.107     0.004  0.071
  1946     2    -0.046  0.147    -0.010  0.115     0.046  0.111    -0.006  0.106     0.005  0.071
  1946     3     0.034  0.143    -0.030  0.115     0.043  0.110    -0.007  0.105     0.005  0.071
  1946     4     0.077  0.153    -0.049  0.118     0.037  0.108    -0.007  0.104     0.005  0.071
  1946     5    -0.061  0.167    -0.056  0.122     0.031  0.107    -0.006  0.103     0.005  0.071
  1946     6    -0.200  0.152    -0.072  0.127     0.022  0.106    -0.006  0.102     0.005  0.071
  1946     7    -0.076  0.181    -0.076  0.126     0.017  0.105    -0.006  0.101     0.005  0.071
  1946     8    -0.167  0.191    -0.070  0.125     0.009  0.103    -0.005  0.100     0.004  0.071
  1946     9    -0.129  0.168    -0.062  0.124     0.004  0.102    -0.002  0.099     0.004  0.071
  1946    10    -0.013  0.154    -0.062  0.124    -0.001  0.101    -0.002  0.098     0.002  0.071
  1946    11    -0.075  0.143    -0.061  0.124    -0.005  0.100    -0.002  0.097     0.002  0.071
  1946    12    -0.257  0.139    -0.049  0.124    -0.011  0.100    -0.002  0.096     0.002  0.071
  1947     1     0.002  0.139    -0.046  0.124    -0.017  0.099    -0.003  0.095     0.001  0.071
  1947     2     0.026  0.133    -0.042  0.124    -0.022  0.098    -0.002  0.094     0.001  0.071
  1947     3     0.131  0.136    -0.040  0.123    -0.028  0.098    -0.003  0.093     0.001  0.071
  1947     4     0.082  0.151    -0.029  0.123    -0.033  0.097    -0.002  0.092     0.002  0.070
  1947     5    -0.053  0.164    -0.017  0.123    -0.037  0.097    -0.003  0.091     0.002  0.070
  1947     6    -0.057  0.153    -0.001  0.123    -0.040  0.097    -0.002  0.090     0.003  0.070
  1947     7    -0.047  0.182     0.005  0.123    -0.045  0.096    -0.001  0.090     0.003  0.070
  1947     8    -0.114  0.183    -0.010  0.123    -0.051  0.096     0.001  0.089     0.003  0.070
  1947     9    -0.109  0.163    -0.039  0.123    -0.054  0.096     0.003  0.088     0.003  0.070
  1947    10     0.122  0.149    -0.053  0.122    -0.061  0.096     0.003  0.087     0.003  0.070
  1947    11     0.064  0.144    -0.045  0.122    -0.062  0.096     0.002  0.086     0.003  0.070
  1947    12    -0.063  0.140    -0.037  0.122    -0.063  0.096     0.002  0.085     0.004  0.070
  1948     1     0.079  0.131    -0.042  0.121    -0.063  0.096     0.003  0.084     0.005  0.070
  1948     2    -0.161  0.133    -0.038  0.120    -0.070  0.097     0.004  0.084     0.005  0.070
  1948     3    -0.213  0.135    -0.042  0.119    -0.075  0.097     0.005  0.083     0.005  0.070
  1948     4    -0.086  0.146    -0.054  0.119    -0.081  0.097     0.006  0.082     0.005  0.070
  1948     5     0.049  0.154    -0.076  0.118    -0.087  0.098     0.008  0.081     0.006  0.070
  1948     6     0.030  0.146    -0.095  0.117    -0.089  0.098     0.010  0.081     0.006  0.070
  1948     7    -0.107  0.169    -0.095  0.116    -0.095  0.097     0.010  0.080     0.006  0.070
  1948     8    -0.058  0.170    -0.097  0.114    -0.101  0.096     0.011  0.080     0.006  0.070
  1948     9    -0.154  0.147    -0.086  0.112    -0.104  0.095     0.012  0.079     0.006  0.070
  1948    10    -0.031  0.140    -0.087  0.111    -0.106  0.094     0.010  0.079     0.005  0.070
  1948    11    -0.196  0.137    -0.097  0.109    -0.102  0.093     0.009  0.078     0.005  0.070
  1948    12    -0.298  0.132    -0.120  0.107    -0.097  0.093     0.007  0.077     0.006  0.070
  1949     1     0.086  0.116    -0.126  0.106    -0.095  0.092     0.002  0.077     0.006  0.070
  1949     2    -0.193  0.113    -0.130  0.104    -0.089  0.091    -0.000  0.076     0.007  0.070
  1949     3    -0.075  0.113    -0.130  0.103    -0.085  0.090    -0.003  0.076     0.008  0.070
  1949     4    -0.094  0.128    -0.130  0.101    -0.082  0.089    -0.004  0.075     0.009  0.070
  1949     5    -0.080  0.141    -0.125  0.099    -0.080  0.088    -0.006  0.075     0.009  0.070
  1949     6    -0.245  0.129    -0.105  0.097    -0.073  0.087    -0.007  0.075     0.009  0.070
  1949     7    -0.172  0.156    -0.132  0.095    -0.070  0.086    -0.010  0.074     0.010  0.070
  1949     8    -0.106  0.158    -0.144  0.094    -0.068  0.085    -0.012  0.074     0.010  0.070
  1949     9    -0.162  0.137    -0.147  0.092    -0.071  0.084    -0.015  0.074     0.010  0.070
  1949    10    -0.024  0.118    -0.155  0.091    -0.070  0.083    -0.016  0.073     0.010  0.070
  1949    11    -0.138  0.109    -0.154  0.090    -0.068  0.082    -0.015  0.073     0.009  0.070
  1949    12    -0.063  0.111    -0.136  0.089    -0.066  0.081    -0.017  0.073     0.008  0.069
  1950     1    -0.231  0.103    -0.124  0.088    -0.063  0.080    -0.016  0.072     0.007  0.069
  1950     2    -0.336  0.097    -0.129  0.086    -0.059  0.079    -0.017  0.072     0.007  0.069
  1950     3    -0.112  0.098    -0.131  0.085    -0.055  0.078    -0.020  0.072     0.006  0.069
  1950     4    -0.197  0.112    -0.143  0.084    -0.056  0.077    -0.023  0.072     0.004  0.069
  1950     5    -0.068  0.120    -0.160  0.082    -0.059  0.076    -0.024  0.072     0.004  0.069
  1950     6    -0.021  0.113    -0.170  0.081    -0.056  0.076    -0.025  0.072     0.004  0.069
  1950     7    -0.025  0.134    -0.178  0.080    -0.056  0.075    -0.026  0.072     0.003  0.069
  1950     8    -0.166  0.126    -0.184  0.079    -0.050  0.074    -0.026  0.072     0.003  0.069
  1950     9    -0.191  0.116    -0.186  0.078    -0.045  0.073    -0.029  0.072     0.003  0.069
  1950    10    -0.168  0.106    -0.171  0.076    -0.038  0.072    -0.030  0.072     0.003  0.069
  1950    11    -0.341  0.090    -0.155  0.076    -0.035  0.072    -0.032  0.072     0.003  0.069
  1950    12    -0.185  0.094    -0.145  0.075    -0.031  0.071    -0.034  0.072     0.003  0.069
  1951     1    -0.330  0.084    -0.138  0.074    -0.027  0.070    -0.035  0.072     0.003  0.068
  1951     2    -0.402  0.083    -0.108  0.073    -0.024  0.070    -0.036  0.071     0.003  0.068
  1951     3    -0.141  0.085    -0.084  0.072    -0.019  0.069    -0.038  0.071     0.004  0.067
  1951     4    -0.017  0.095    -0.052  0.072    -0.017  0.068    -0.040  0.070     0.004  0.067
  1951     5     0.127  0.106    -0.024  0.071    -0.014  0.068    -0.042  0.070     0.005  0.066
  1951     6     0.105  0.095     0.008  0.071    -0.007  0.067    -0.042  0.070     0.005  0.066
  1951     7     0.058  0.114     0.051  0.070    -0.012  0.067    -0.042  0.069     0.005  0.065
  1951     8     0.189  0.129     0.098  0.070    -0.010  0.066    -0.043  0.069     0.005  0.065
  1951     9     0.099  0.108     0.104  0.070    -0.010  0.066    -0.044  0.068     0.006  0.065
  1951    10     0.208  0.091     0.114  0.071    -0.008  0.066    -0.046  0.068     0.005  0.064
  1951    11     0.005  0.089     0.109  0.071    -0.007  0.065    -0.047  0.067     0.005  0.064
  1951    12     0.195  0.089     0.108  0.072    -0.004  0.065    -0.045  0.067     0.004  0.063
  1952     1     0.188  0.083     0.113  0.073    -0.003  0.065    -0.046  0.066     0.003  0.063
  1952     2     0.159  0.089     0.108  0.073    -0.003  0.065    -0.046  0.066     0.003  0.062
  1952     3    -0.064  0.090     0.110  0.073    -0.001  0.064    -0.048  0.066     0.003  0.062
  1952     4     0.100  0.114     0.098  0.074     0.001  0.064    -0.048  0.065     0.004  0.062
  1952     5     0.069  0.132     0.090  0.074     0.006  0.064    -0.047  0.065     0.003  0.061
  1952     6     0.093  0.115     0.081  0.074     0.006  0.064    -0.045  0.065     0.003  0.061
  1952     7     0.118  0.149     0.072  0.075     0.013  0.064    -0.045  0.064     0.002  0.060
  1952     8     0.119  0.149     0.075  0.075     0.017  0.064    -0.042  0.064     0.003  0.060
  1952     9     0.126  0.122     0.089  0.076     0.014  0.063    -0.041  0.063     0.003  0.060
  1952    10     0.070  0.103     0.107  0.076     0.015  0.063    -0.041  0.063     0.002  0.059
  1952    11    -0.099  0.099     0.122  0.076     0.014  0.063    -0.041  0.062     0.002  0.059
  1952    12     0.087  0.097     0.135  0.076     0.013  0.063    -0.039  0.062     0.002  0.059
  1953     1     0.091  0.091     0.136  0.076     0.012  0.063    -0.037  0.062     0.002  0.058
  1953     2     0.191  0.094     0.139  0.077     0.017  0.063    -0.034  0.061     0.002  0.058
  1953     3     0.102  0.093     0.138  0.077     0.017  0.063    -0.032  0.061     0.001  0.057
  1953     4     0.318  0.115     0.142  0.077     0.020  0.063    -0.031  0.060     0.000  0.057
  1953     5     0.251  0.130     0.149  0.077     0.022  0.063    -0.030  0.060    -0.000  0.057
  1953     6     0.250  0.120     0.153  0.077     0.021  0.063    -0.031  0.060    -0.000  0.057
  1953     7     0.129  0.147     0.128  0.077     0.025  0.063    -0.030  0.059    -0.000  0.056
  1953     8     0.149  0.152     0.107  0.077     0.029  0.063    -0.031  0.059     0.000  0.056
  1953     9     0.117  0.124     0.091  0.077     0.028  0.063    -0.030  0.059     0.001  0.056
  1953    10     0.113  0.105     0.065  0.077     0.025  0.063    -0.029  0.059     0.000  0.055
  1953    11    -0.013  0.101     0.042  0.077     0.018  0.063    -0.027  0.058     0.000  0.055
  1953    12     0.133  0.099     0.017  0.076     0.014  0.063    -0.024  0.058    -0.001  0.055
  1954     1    -0.211  0.089    -0.004  0.076     0.011  0.063    -0.024  0.058    -0.003  0.055
  1954     2    -0.061  0.094    -0.022  0.075     0.003  0.063    -0.022  0.058    -0.005  0.054
  1954     3    -0.087  0.091    -0.038  0.075    -0.002  0.063    -0.021  0.058    -0.007  0.054
  1954     4     0.005  0.106    -0.040  0.074    -0.010  0.063    -0.018  0.057    -0.009  0.054
  1954     5    -0.024  0.115    -0.026  0.074    -0.013  0.063    -0.017  0.057    -0.011  0.054
  1954     6    -0.045  0.105    -0.042  0.074    -0.016  0.063    -0.014  0.057    -0.011  0.054
  1954     7    -0.121  0.126    -0.007  0.074    -0.022  0.063    -0.012  0.057    -0.013  0.053
  1954     8    -0.076  0.129    -0.013  0.074    -0.025  0.063    -0.011  0.057    -0.015  0.053
  1954     9    -0.073  0.111    -0.028  0.073    -0.025  0.063    -0.011  0.057    -0.017  0.053
  1954    10     0.096  0.093    -0.038  0.073    -0.026  0.062    -0.011  0.057    -0.019  0.053
  1954    11     0.156  0.090    -0.051  0.073    -0.025  0.062    -0.011  0.057    -0.021  0.053
  1954    12    -0.066  0.094    -0.051  0.073    -0.024  0.062    -0.010  0.057    -0.022  0.052
  1955     1     0.211  0.084    -0.049  0.072    -0.026  0.062    -0.008  0.056    -0.023  0.052
  1955     2    -0.132  0.087    -0.032  0.072    -0.025  0.062    -0.005  0.056    -0.024  0.052
  1955     3    -0.262  0.081    -0.039  0.072    -0.026  0.061    -0.007  0.056    -0.025  0.052
  1955     4    -0.122  0.095    -0.046  0.071    -0.026  0.061    -0.006  0.056    -0.026  0.052
  1955     5    -0.175  0.105    -0.080  0.071    -0.023  0.061    -0.006  0.056    -0.027  0.052
  1955     6    -0.051  0.098    -0.094  0.071    -0.022  0.061    -0.006  0.056    -0.027  0.052
  1955     7    -0.100  0.112    -0.118  0.070    -0.018  0.061    -0.006  0.056    -0.028  0.052
  1955     8     0.131  0.115    -0.120  0.070    -0.018  0.060    -0.004  0.056    -0.029  0.052
  1955     9    -0.157  0.095    -0.116  0.069    -0.018  0.060    -0.002  0.056    -0.030  0.052
  1955    10     0.010  0.088    -0.124  0.069    -0.023  0.060     0.000  0.055    -0.031  0.052
  1955    11    -0.246  0.079    -0.132  0.068    -0.026  0.060     0.002  0.055    -0.031  0.052
  1955    12    -0.237  0.082    -0.139  0.068    -0.031  0.059     0.005  0.055    -0.031  0.051
  1956     1    -0.077  0.075    -0.139  0.067    -0.033  0.059     0.008  0.055    -0.032  0.051
  1956     2    -0.154  0.080    -0.175  0.067    -0.037  0.059     0.013  0.055    -0.032  0.051
  1956     3    -0.220  0.070    -0.180  0.067    -0.041  0.059     0.014  0.055    -0.032  0.051
  1956     4    -0.218  0.080    -0.204  0.067    -0.042  0.059     0.016  0.055    -0.033  0.051
  1956     5    -0.262  0.085    -0.198  0.066    -0.041  0.058     0.016  0.055    -0.033  0.050
  1956     6    -0.136  0.081    -0.179  0.066    -0.042  0.058     0.016  0.055    -0.032  0.050
  1956     7    -0.104  0.079    -0.183  0.066    -0.037  0.058     0.016  0.054    -0.031  0.050
  1956     8    -0.297  0.083    -0.174  0.065    -0.035  0.058     0.015  0.054    -0.031  0.050
  1956     9    -0.219  0.076    -0.163  0.065    -0.031  0.058     0.014  0.054    -0.030  0.049
  1956    10    -0.278  0.076    -0.141  0.065    -0.028  0.058     0.012  0.054    -0.031  0.049
  1956    11    -0.178  0.070    -0.108  0.064    -0.026  0.058     0.013  0.054    -0.031  0.049
  1956    12    -0.005  0.071    -0.080  0.063    -0.024  0.058     0.010  0.054    -0.030  0.049
  1957     1    -0.125  0.067    -0.074  0.064    -0.021  0.057     0.009  0.053    -0.030  0.048
  1957     2    -0.046  0.067    -0.037  0.064    -0.020  0.057     0.008  0.053    -0.031  0.048
  1957     3    -0.090  0.064    -0.012  0.063    -0.020  0.057     0.010  0.053    -0.032  0.048
  1957     4     0.049  0.070     0.019  0.063    -0.022  0.057     0.010  0.053    -0.032  0.048
  1957     5     0.135  0.074     0.038  0.065    -0.027  0.057     0.008  0.053    -0.031  0.047
  1957     6     0.195  0.083     0.051  0.064    -0.026  0.057     0.007  0.053    -0.031  0.047
  1957     7    -0.026  0.112     0.090  0.064    -0.030  0.057     0.006  0.052    -0.030  0.047
  1957     8     0.146  0.084     0.110  0.063    -0.026  0.056     0.004  0.052    -0.030  0.047
  1957     9     0.080  0.095     0.127  0.063    -0.027  0.056     0.003  0.052    -0.029  0.046
  1957    10     0.098  0.107     0.125  0.065    -0.027  0.056     0.002  0.052    -0.030  0.046
  1957    11     0.051  0.086     0.120  0.064    -0.025  0.056     0.002  0.051    -0.030  0.046
  1957    12     0.143  0.063     0.098  0.064    -0.025  0.055     0.002  0.051    -0.030  0.046
  1958     1     0.351  0.068     0.099  0.061    -0.024  0.055     0.001  0.051    -0.031  0.045
  1958     2     0.185  0.071     0.081  0.062    -0.025  0.055     0.000  0.051    -0.031  0.045
  1958     3     0.115  0.067     0.065  0.061    -0.021  0.055    -0.002  0.050    -0.030  0.045
  1958     4     0.031  0.093     0.061  0.060    -0.020  0.055    -0.006  0.050    -0.030  0.045
  1958     5     0.073  0.074     0.061  0.060    -0.019  0.054    -0.008  0.050    -0.031  0.045
  1958     6    -0.068  0.076     0.056  0.060    -0.011  0.054    -0.011  0.050    -0.031  0.044
  1958     7    -0.015  0.088     0.035  0.060    -0.009  0.054    -0.011  0.049    -0.031  0.044
  1958     8    -0.069  0.075     0.022  0.060    -0.004  0.053    -0.010  0.049    -0.032  0.044
  1958     9    -0.108  0.076     0.024  0.061     0.001  0.053    -0.010  0.049    -0.032  0.044
  1958    10     0.049  0.068     0.038  0.060     0.007  0.053    -0.010  0.049    -0.031  0.043
  1958    11     0.046  0.060     0.041  0.061     0.014  0.052    -0.009  0.048    -0.031  0.043
  1958    12     0.077  0.071     0.053  0.061     0.019  0.052    -0.009  0.048    -0.030  0.043
  1959     1     0.103  0.069     0.057  0.061     0.021  0.052    -0.008  0.048    -0.030  0.043
  1959     2     0.035  0.064     0.063  0.061     0.026  0.052    -0.009  0.048    -0.030  0.043
  1959     3     0.139  0.092     0.063  0.060     0.030  0.051    -0.011  0.048    -0.030  0.042
  1959     4     0.196  0.065     0.058  0.060     0.035  0.051    -0.013  0.047    -0.029  0.042
  1959     5     0.102  0.079     0.042  0.060     0.038  0.051    -0.016  0.047    -0.027  0.042
  1959     6     0.085  0.075     0.037  0.060     0.036  0.050    -0.016  0.047    -0.026  0.042
  1959     7     0.025  0.080     0.027  0.060     0.039  0.050    -0.015  0.047    -0.026  0.042
  1959     8     0.002  0.079     0.033  0.059     0.042  0.050    -0.017  0.046    -0.025  0.042
  1959     9    -0.101  0.069    -0.007  0.058     0.045  0.049    -0.019  0.046    -0.024  0.041
  1959    10    -0.012  0.067    -0.035  0.058     0.045  0.049    -0.023  0.046    -0.024  0.041
  1959    11    -0.141  0.064    -0.048  0.058     0.041  0.049    -0.026  0.046    -0.023  0.041
  1959    12     0.013  0.068    -0.056  0.058     0.038  0.048    -0.028  0.045    -0.022  0.041
  1960     1    -0.015  0.062    -0.062  0.057     0.038  0.048    -0.030  0.045    -0.020  0.041
  1960     2     0.102  0.068    -0.055  0.057     0.034  0.048    -0.030  0.045    -0.018  0.041
  1960     3    -0.337  0.061    -0.040  0.058     0.031  0.047    -0.029  0.045    -0.017  0.040
  1960     4    -0.139  0.065    -0.034  0.057     0.029  0.047    -0.030  0.044    -0.016  0.040
  1960     5    -0.057  0.078    -0.037  0.058     0.028  0.047    -0.029  0.044    -0.016  0.040
  1960     6    -0.006  0.077    -0.020  0.058     0.026  0.046    -0.029  0.044    -0.016  0.040
  1960     7    -0.049  0.066    -0.014  0.057     0.020  0.046    -0.030  0.044    -0.016  0.040
  1960     8     0.089  0.074    -0.009  0.055     0.019  0.046    -0.031  0.043    -0.016  0.040
  1960     9     0.069  0.071     0.023  0.054     0.013  0.045    -0.032  0.043    -0.014  0.039
  1960    10     0.067  0.061     0.048  0.053     0.011  0.045    -0.032  0.043    -0.014  0.039
  1960    11    -0.175  0.061     0.067  0.053     0.009  0.045    -0.030  0.043    -0.013  0.039
  1960    12     0.216  0.058     0.078  0.051     0.010  0.045    -0.029  0.043    -0.012  0.039
  1961     1     0.051  0.056     0.084  0.051     0.011  0.044    -0.029  0.042    -0.011  0.039
  1961     2     0.168  0.053     0.078  0.050     0.016  0.044    -0.028  0.042    -0.010  0.039
  1961     3     0.043  0.060     0.075  0.050     0.021  0.044    -0.027  0.042    -0.011  0.038
  1961     4     0.157  0.069     0.069  0.049     0.023  0.044    -0.025  0.042    -0.011  0.038
  1961     5     0.175  0.065     0.085  0.049     0.024  0.043    -0.024  0.042    -0.012  0.038
  1961     6     0.128  0.075     0.057  0.048     0.023  0.043    -0.023  0.041    -0.013  0.038
  1961     7     0.017  0.074     0.058  0.048     0.020  0.043    -0.021  0.041    -0.013  0.038
  1961     8     0.019  0.081     0.053  0.047     0.017  0.043    -0.019  0.041    -0.015  0.038
  1961     9     0.040  0.062     0.060  0.047     0.010  0.042    -0.017  0.041    -0.015  0.037
  1961    10    -0.005  0.073     0.051  0.047     0.001  0.042    -0.016  0.041    -0.016  0.037
  1961    11     0.017  0.048     0.027  0.047    -0.005  0.042    -0.015  0.041    -0.017  0.037
  1961    12    -0.125  0.050     0.018  0.046    -0.007  0.041    -0.015  0.040    -0.018  0.037
  1962     1     0.057  0.047     0.010  0.044    -0.009  0.041    -0.015  0.040    -0.020  0.037
  1962     2     0.110  0.049     0.003  0.044    -0.014  0.041    -0.016  0.040    -0.021  0.037
